"LOCATION","LOCATION_label.fr","LOCATION_label.en","TRANSACT","TRANSACT_label.fr","TRANSACT_label.en","MEASURE","MEASURE_label.fr","MEASURE_label.en","TIME_FORMAT","TIME_FORMAT_label.en","UNIT","UNIT_label.en","POWERCODE","POWERCODE_label.en","obsTime","obsValue"
"JPN","Japon","Japan","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2005",110.218212
"JPN","Japon","Japan","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2006",116.299312
"JPN","Japon","Japan","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2007",117.753529
"JPN","Japon","Japan","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2008",103.359494
"JPN","Japon","Japan","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2009",93.570089
"JPN","Japon","Japan","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2010",87.779875
"JPN","Japon","Japan","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2011",79.80702
"JPN","Japon","Japan","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2012",79.790455
"JPN","Japon","Japan","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2013",97.595658
"JPN","Japon","Japan","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2014",105.944781
"JPN","Japon","Japan","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2015",121.044026
"JPN","Japon","Japan","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2016",108.79
"LUX","Luxembourg","Luxembourg","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2005",0.946363
"LUX","Luxembourg","Luxembourg","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2006",0.917115
"LUX","Luxembourg","Luxembourg","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2007",0.922671
"LUX","Luxembourg","Luxembourg","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2008",0.900045
"LUX","Luxembourg","Luxembourg","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2009",0.901898
"LUX","Luxembourg","Luxembourg","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2010",0.923926
"LUX","Luxembourg","Luxembourg","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2011",0.905099
"LUX","Luxembourg","Luxembourg","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2012",0.90679
"LUX","Luxembourg","Luxembourg","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2013",0.895254
"LUX","Luxembourg","Luxembourg","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2014",0.882084
"LUX","Luxembourg","Luxembourg","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2015",0.88179
"LUX","Luxembourg","Luxembourg","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2016",0.857686
"CHE","Suisse","Switzerland","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","CHF","Swiss Franc","0","Units","2005",1.686548
"CHE","Suisse","Switzerland","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","CHF","Swiss Franc","0","Units","2006",1.599588
"CHE","Suisse","Switzerland","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","CHF","Swiss Franc","0","Units","2007",1.534217
"CHE","Suisse","Switzerland","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","CHF","Swiss Franc","0","Units","2008",1.493049
"CHE","Suisse","Switzerland","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","CHF","Swiss Franc","0","Units","2009",1.468259
"CHE","Suisse","Switzerland","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","CHF","Swiss Franc","0","Units","2010",1.46335
"CHE","Suisse","Switzerland","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","CHF","Swiss Franc","0","Units","2011",1.397498
"CHE","Suisse","Switzerland","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","CHF","Swiss Franc","0","Units","2012",1.354072
"CHE","Suisse","Switzerland","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","CHF","Swiss Franc","0","Units","2013",1.312477
"CHE","Suisse","Switzerland","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","CHF","Swiss Franc","0","Units","2014",1.28404
"CHE","Suisse","Switzerland","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","CHF","Swiss Franc","0","Units","2015",1.247097
"CHE","Suisse","Switzerland","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","CHF","Swiss Franc","0","Units","2016",1.220604
"FIN","Finlande","Finland","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2005",0.80412
"FIN","Finlande","Finland","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2006",0.797141
"FIN","Finlande","Finland","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2007",0.730638
"FIN","Finlande","Finland","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2008",0.682675
"FIN","Finlande","Finland","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2009",0.719843
"FIN","Finlande","Finland","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2010",0.755045
"FIN","Finlande","Finland","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2011",0.719355
"FIN","Finlande","Finland","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2012",0.778294
"FIN","Finlande","Finland","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2013",0.753159
"FIN","Finlande","Finland","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2014",0.753731
"FIN","Finlande","Finland","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2015",0.901659
"FIN","Finlande","Finland","EXC","Taux de change, moyenne sur la période","Exchange rates, period-average","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2016",0.904035
"JPN","Japon","Japan","PPPP41","Parités de Pouvoir d'Achat de la consommation individuelle effective","Purchasing Power Parities for actual individual consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2005",129.160799
"JPN","Japon","Japan","PPPP41","Parités de Pouvoir d'Achat de la consommation individuelle effective","Purchasing Power Parities for actual individual consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2006",125.91358
"JPN","Japon","Japan","PPPP41","Parités de Pouvoir d'Achat de la consommation individuelle effective","Purchasing Power Parities for actual individual consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2007",121.882285
"JPN","Japon","Japan","PPPP41","Parités de Pouvoir d'Achat de la consommation individuelle effective","Purchasing Power Parities for actual individual consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2008",119.085909
"JPN","Japon","Japan","PPPP41","Parités de Pouvoir d'Achat de la consommation individuelle effective","Purchasing Power Parities for actual individual consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2009",116.472665
"JPN","Japon","Japan","PPPP41","Parités de Pouvoir d'Achat de la consommation individuelle effective","Purchasing Power Parities for actual individual consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2010",112.784
"JPN","Japon","Japan","PPPP41","Parités de Pouvoir d'Achat de la consommation individuelle effective","Purchasing Power Parities for actual individual consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2011",109.10042
"JPN","Japon","Japan","PPPP41","Parités de Pouvoir d'Achat de la consommation individuelle effective","Purchasing Power Parities for actual individual consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2012",105.418169
"JPN","Japon","Japan","PPPP41","Parités de Pouvoir d'Achat de la consommation individuelle effective","Purchasing Power Parities for actual individual consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2013",98.920735
"JPN","Japon","Japan","PPPP41","Parités de Pouvoir d'Achat de la consommation individuelle effective","Purchasing Power Parities for actual individual consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2014",101.066002
"JPN","Japon","Japan","PPPP41","Parités de Pouvoir d'Achat de la consommation individuelle effective","Purchasing Power Parities for actual individual consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","JPY","Yen","0","Units","2015",100.897773
"DNK","Danemark","Denmark","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","DKK","Danish Krone","0","Units","2005",8.569438
"DNK","Danemark","Denmark","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","DKK","Danish Krone","0","Units","2006",8.290944
"DNK","Danemark","Denmark","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","DKK","Danish Krone","0","Units","2007",8.17355
"DNK","Danemark","Denmark","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","DKK","Danish Krone","0","Units","2008",7.944128
"DNK","Danemark","Denmark","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","DKK","Danish Krone","0","Units","2009",7.721652
"DNK","Danemark","Denmark","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","DKK","Danish Krone","0","Units","2010",7.576796
"DNK","Danemark","Denmark","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","DKK","Danish Krone","0","Units","2011",7.466492
"DNK","Danemark","Denmark","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","DKK","Danish Krone","0","Units","2012",7.564136
"DNK","Danemark","Denmark","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","DKK","Danish Krone","0","Units","2013",7.354846
"DNK","Danemark","Denmark","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","DKK","Danish Krone","0","Units","2014",7.328879
"DNK","Danemark","Denmark","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","DKK","Danish Krone","0","Units","2015",7.281989
"DNK","Danemark","Denmark","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","DKK","Danish Krone","0","Units","2016",7.198595
"ESP","Espagne","Spain","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2005",0.794163
"ESP","Espagne","Spain","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2006",0.791346
"ESP","Espagne","Spain","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2007",0.809556
"ESP","Espagne","Spain","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2008",0.802165
"ESP","Espagne","Spain","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2009",0.799951
"ESP","Espagne","Spain","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2010",0.800959
"ESP","Espagne","Spain","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2011",0.791645
"ESP","Espagne","Spain","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2012",0.78582
"ESP","Espagne","Spain","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2013",0.758457
"ESP","Espagne","Spain","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2014",0.749809
"ESP","Espagne","Spain","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2015",0.746068
"MEX","Mexique","Mexico","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","MXN","Mexican Peso","0","Units","2005",7.648331
"MEX","Mexique","Mexico","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","MXN","Mexican Peso","0","Units","2006",7.704868
"MEX","Mexique","Mexico","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","MXN","Mexican Peso","0","Units","2007",7.895321
"MEX","Mexique","Mexico","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","MXN","Mexican Peso","0","Units","2008",8.158591
"MEX","Mexique","Mexico","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","MXN","Mexican Peso","0","Units","2009",8.603557
"MEX","Mexique","Mexico","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","MXN","Mexican Peso","0","Units","2010",8.840193
"MEX","Mexique","Mexico","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","MXN","Mexican Peso","0","Units","2011",8.940212
"MEX","Mexique","Mexico","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","MXN","Mexican Peso","0","Units","2012",9.223471
"MEX","Mexique","Mexico","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","MXN","Mexican Peso","0","Units","2013",9.180892
"MEX","Mexique","Mexico","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","MXN","Mexican Peso","0","Units","2014",9.324322
"MEX","Mexique","Mexico","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","MXN","Mexican Peso","0","Units","2015",9.74295
"SVN","Slovénie","Slovenia","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2005",0.662445
"SVN","Slovénie","Slovenia","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2006",0.667112
"SVN","Slovénie","Slovenia","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2007",0.68501
"SVN","Slovénie","Slovenia","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2008",0.686488
"SVN","Slovénie","Slovenia","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2009",0.708353
"SVN","Slovénie","Slovenia","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2010",0.698651
"SVN","Slovénie","Slovenia","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2011",0.681376
"SVN","Slovénie","Slovenia","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2012",0.677672
"SVN","Slovénie","Slovenia","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2013",0.665662
"SVN","Slovénie","Slovenia","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2014",0.657786
"SVN","Slovénie","Slovenia","PPPPRC","Parités de pouvoir d'achat de la consommation privée","Purchasing Power Parities for private consumption","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2015",0.654043
"NLD","Pays-Bas","Netherlands","EXCE","Taux de change, fin de période","Exchange rates, end of period","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2005",0.847673
"NLD","Pays-Bas","Netherlands","EXCE","Taux de change, fin de période","Exchange rates, end of period","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2006",0.759301
"NLD","Pays-Bas","Netherlands","EXCE","Taux de change, fin de période","Exchange rates, end of period","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2007",0.679302
"NLD","Pays-Bas","Netherlands","EXCE","Taux de change, fin de période","Exchange rates, end of period","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2008",0.718546
"NLD","Pays-Bas","Netherlands","EXCE","Taux de change, fin de période","Exchange rates, end of period","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2009",0.694155
"NLD","Pays-Bas","Netherlands","EXCE","Taux de change, fin de période","Exchange rates, end of period","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2010",0.748391
"NLD","Pays-Bas","Netherlands","EXCE","Taux de change, fin de période","Exchange rates, end of period","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2011",0.772857
"NLD","Pays-Bas","Netherlands","EXCE","Taux de change, fin de période","Exchange rates, end of period","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2012",0.75792
"NLD","Pays-Bas","Netherlands","EXCE","Taux de change, fin de période","Exchange rates, end of period","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2013",0.725111
"NLD","Pays-Bas","Netherlands","EXCE","Taux de change, fin de période","Exchange rates, end of period","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2014",0.823655
"NLD","Pays-Bas","Netherlands","EXCE","Taux de change, fin de période","Exchange rates, end of period","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2015",0.918527
"NLD","Pays-Bas","Netherlands","EXCE","Taux de change, fin de période","Exchange rates, end of period","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2016",0.948677
"EST","Estonie","Estonia","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2005",0.503328
"EST","Estonie","Estonia","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2006",0.521032
"EST","Estonie","Estonia","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2007",0.551932
"EST","Estonie","Estonia","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2008",0.545055
"EST","Estonie","Estonia","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2009",0.516485
"EST","Estonie","Estonia","PPPGDP","Parités de pouvoir d'achat du PIB","Purchasing Power Parities for GDP","CD","Monnaie nationale par dollar É-U","National currency per US dollar","P1Y","Annual","EUR","Euro","0","Units","2010",0.511149
