"COU","COU_label.fr","COU_label.en","CORP_TAX","CORP_TAX_label.fr","CORP_TAX_label.en","TAR","TAR_label.fr","TAR_label.en","TIME_FORMAT","TIME_FORMAT_label.en","obsTime","obsValue"
"AUS","Australie","Australia","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2002",30
"AUS","Australie","Australia","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2003",30
"AUS","Australie","Australia","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2004",30
"AUS","Australie","Australia","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2005",30
"AUS","Australie","Australia","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2006",30
"AUS","Australie","Australia","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2007",30
"AUS","Australie","Australia","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2008",30
"AUS","Australie","Australia","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2009",30
"AUS","Australie","Australia","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2010",30
"AUS","Australie","Australia","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2011",30
"AUS","Australie","Australia","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2012",30
"AUS","Australie","Australia","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2013",30
"AUS","Australie","Australia","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2014",30
"AUS","Australie","Australia","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2015",30
"AUS","Australie","Australia","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2016",30
"AUT","Autriche","Austria","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2000",34
"AUT","Autriche","Austria","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2001",34
"AUT","Autriche","Austria","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2002",34
"AUT","Autriche","Austria","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2003",34
"AUT","Autriche","Austria","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2004",34
"AUT","Autriche","Austria","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2005",25
"AUT","Autriche","Austria","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2006",25
"AUT","Autriche","Austria","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2007",25
"AUT","Autriche","Austria","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2008",25
"AUT","Autriche","Austria","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2009",25
"AUT","Autriche","Austria","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2010",25
"AUT","Autriche","Austria","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2011",25
"AUT","Autriche","Austria","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2012",25
"AUT","Autriche","Austria","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2013",25
"AUT","Autriche","Austria","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2014",25
"AUT","Autriche","Austria","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2015",25
"AUT","Autriche","Austria","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2016",25
"BEL","Belgique","Belgium","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2000",40.17
"BEL","Belgique","Belgium","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2001",40.17
"BEL","Belgique","Belgium","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2002",40.17
"BEL","Belgique","Belgium","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2003",33.99
"BEL","Belgique","Belgium","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2004",33.99
"BEL","Belgique","Belgium","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2005",33.99
"BEL","Belgique","Belgium","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2006",35.97
"BEL","Belgique","Belgium","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2007",33.99
"BEL","Belgique","Belgium","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2008",33.99
"BEL","Belgique","Belgium","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2009",33.99
"BEL","Belgique","Belgium","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2010",33.99
"BEL","Belgique","Belgium","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2011",33.99
"BEL","Belgique","Belgium","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2012",33.99
"BEL","Belgique","Belgium","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2013",33.99
"BEL","Belgique","Belgium","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2014",33.99
"BEL","Belgique","Belgium","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2015",33.99
"BEL","Belgique","Belgium","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2016",33.99
"CAN","Canada","Canada","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2000",29.12
"CAN","Canada","Canada","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2001",28.12
"CAN","Canada","Canada","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2002",26.12
"CAN","Canada","Canada","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2003",24.12
"CAN","Canada","Canada","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2004",22.12
"CAN","Canada","Canada","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2005",22.12
"CAN","Canada","Canada","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2006",22.12
"CAN","Canada","Canada","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2007",22.12
"CAN","Canada","Canada","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2008",19.5
"CAN","Canada","Canada","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2009",19
"CAN","Canada","Canada","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2010",18
"CAN","Canada","Canada","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2011",16.5
"CAN","Canada","Canada","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2012",15
"CAN","Canada","Canada","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2013",15
"CAN","Canada","Canada","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2014",15
"CAN","Canada","Canada","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2015",15
"CAN","Canada","Canada","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2016",15
"CZE","République tchèque","Czech Republic","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2000",31
"CZE","République tchèque","Czech Republic","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2001",31
"CZE","République tchèque","Czech Republic","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2002",31
"CZE","République tchèque","Czech Republic","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2003",31
"CZE","République tchèque","Czech Republic","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2004",28
"CZE","République tchèque","Czech Republic","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2005",26
"CZE","République tchèque","Czech Republic","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2006",24
"CZE","République tchèque","Czech Republic","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2007",24
"CZE","République tchèque","Czech Republic","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2008",21
"CZE","République tchèque","Czech Republic","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2009",20
"CZE","République tchèque","Czech Republic","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2010",19
"CZE","République tchèque","Czech Republic","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2011",19
"CZE","République tchèque","Czech Republic","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2012",19
"CZE","République tchèque","Czech Republic","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2013",19
"CZE","République tchèque","Czech Republic","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2014",19
"CZE","République tchèque","Czech Republic","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2015",19
"CZE","République tchèque","Czech Republic","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2016",19
"DNK","Danemark","Denmark","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2000",32
"DNK","Danemark","Denmark","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2001",30
"DNK","Danemark","Denmark","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2002",30
"DNK","Danemark","Denmark","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2003",30
"DNK","Danemark","Denmark","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2004",30
"DNK","Danemark","Denmark","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2005",28
"DNK","Danemark","Denmark","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2006",28
"DNK","Danemark","Denmark","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2007",25
"DNK","Danemark","Denmark","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2008",25
"DNK","Danemark","Denmark","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2009",25
"DNK","Danemark","Denmark","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2010",25
"DNK","Danemark","Denmark","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2011",25
"DNK","Danemark","Denmark","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2012",25
"DNK","Danemark","Denmark","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2013",25
"DNK","Danemark","Denmark","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2014",24.5
"DNK","Danemark","Denmark","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2015",23.5
"DNK","Danemark","Denmark","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2016",22
"FIN","Finlande","Finland","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2000",29
"FIN","Finlande","Finland","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2001",29
"FIN","Finlande","Finland","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2002",29
"FIN","Finlande","Finland","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2003",29
"FIN","Finlande","Finland","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2004",29
"FIN","Finlande","Finland","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2005",26
"FIN","Finlande","Finland","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2006",26
"FIN","Finlande","Finland","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2007",26
"FIN","Finlande","Finland","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2008",26
"FIN","Finlande","Finland","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2009",26
"FIN","Finlande","Finland","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2010",26
"FIN","Finlande","Finland","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2011",26
"FIN","Finlande","Finland","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2012",24.5
"FIN","Finlande","Finland","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2013",24.5
"FIN","Finlande","Finland","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2014",20
"FIN","Finlande","Finland","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2015",20
"FIN","Finlande","Finland","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2016",20
"FRA","France","France","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2000",37.76289
"FRA","France","France","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2001",36.42969
"FRA","France","France","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2002",35.42979
"FRA","France","France","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2003",35.42979
"FRA","France","France","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2004",35.42979
"FRA","France","France","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2005",34.95
"FRA","France","France","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2006",34.42989
"FRA","France","France","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2007",34.42989
"FRA","France","France","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2008",34.42989
"FRA","France","France","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2009",34.42989
"FRA","France","France","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2010",34.42989
"FRA","France","France","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2011",36.09639
"FRA","France","France","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2012",36.09639
"FRA","France","France","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2013",37.9962
"FRA","France","France","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2014",37.9962
"FRA","France","France","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2015",37.9962
"FRA","France","France","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","Y","Yes","Yes","P1Y","Annual","2016",34.43
"DEU","Allemagne","Germany","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2000",35.020747
"DEU","Allemagne","Germany","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2001",21.89125
"DEU","Allemagne","Germany","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2002",21.887967
"DEU","Allemagne","Germany","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2003",23.20332
"DEU","Allemagne","Germany","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2004",21.887967
"DEU","Allemagne","Germany","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2005",21.887967
"DEU","Allemagne","Germany","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2006",21.887967
"DEU","Allemagne","Germany","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2007",21.887967
"DEU","Allemagne","Germany","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2008",15.825
"DEU","Allemagne","Germany","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2009",15.825
"DEU","Allemagne","Germany","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2010",15.825
"DEU","Allemagne","Germany","ADJ_CIT_RATE","Corporate income tax rate less deductions for sub-national taxes","Corporate income tax rate less deductions for sub-national taxes","N","No","No","P1Y","Annual","2011",15.825
